"Team","Year","Value Column Name","Value"
"Eritrea","2014","Medals Won By Women %",
"Eritrea","2014","Total No. of Female Participants",
"Eritrea","2014","Female Participants%",
"Eritrea","2016","Total No. of Medals Won for Women","0"
"Eritrea","2016","No. of Gold Medals won By Female","0"
"Eritrea","2016","Medals Won By Women %",
"Eritrea","2016","Total No. of Female Participants","1"
"Eritrea","2016","Female Participants%","0.08333333333333333"
"Federated States of Micronesia","1998","Total No. of Medals Won for Women",
"Federated States of Micronesia","1998","No. of Gold Medals won By Female",
"Federated States of Micronesia","1998","Medals Won By Women %",
"Federated States of Micronesia","1998","Total No. of Female Participants",
"Federated States of Micronesia","1998","Female Participants%",
"Federated States of Micronesia","2000","Total No. of Medals Won for Women","0"
"Federated States of Micronesia","2000","No. of Gold Medals won By Female","0"
"Federated States of Micronesia","2000","Medals Won By Women %",
"Federated States of Micronesia","2000","Total No. of Female Participants","2"
"Federated States of Micronesia","2000","Female Participants%","0.4"
"Federated States of Micronesia","2002","Total No. of Medals Won for Women",
"Federated States of Micronesia","2002","No. of Gold Medals won By Female",
"Federated States of Micronesia","2002","Medals Won By Women %",
"Federated States of Micronesia","2002","Total No. of Female Participants",
"Federated States of Micronesia","2002","Female Participants%",
"Federated States of Micronesia","2004","Total No. of Medals Won for Women","0"
"Federated States of Micronesia","2004","No. of Gold Medals won By Female","0"
"Federated States of Micronesia","2004","Medals Won By Women %",
"Federated States of Micronesia","2004","Total No. of Female Participants","2"
"Federated States of Micronesia","2004","Female Participants%","0.4"
"Federated States of Micronesia","2006","Total No. of Medals Won for Women",
"Federated States of Micronesia","2006","No. of Gold Medals won By Female",
"Federated States of Micronesia","2006","Medals Won By Women %",
"Federated States of Micronesia","2006","Total No. of Female Participants",
"Federated States of Micronesia","2006","Female Participants%",
"Federated States of Micronesia","2008","Total No. of Medals Won for Women","0"
"Federated States of Micronesia","2008","No. of Gold Medals won By Female","0"
"Federated States of Micronesia","2008","Medals Won By Women %",
"Federated States of Micronesia","2008","Total No. of Female Participants","2"
"Federated States of Micronesia","2008","Female Participants%","0.4"
"Federated States of Micronesia","2010","Total No. of Medals Won for Women",
"Federated States of Micronesia","2010","No. of Gold Medals won By Female",
"Federated States of Micronesia","2010","Medals Won By Women %",
"Federated States of Micronesia","2010","Total No. of Female Participants",
"Federated States of Micronesia","2010","Female Participants%",
"Federated States of Micronesia","2012","Total No. of Medals Won for Women","0"
"Federated States of Micronesia","2012","No. of Gold Medals won By Female","0"
"Federated States of Micronesia","2012","Medals Won By Women %",
"Federated States of Micronesia","2012","Total No. of Female Participants","2"
"Federated States of Micronesia","2012","Female Participants%","0.3333333333333333"
"Federated States of Micronesia","2014","Total No. of Medals Won for Women",
"Federated States of Micronesia","2014","No. of Gold Medals won By Female",
"Federated States of Micronesia","2014","Medals Won By Women %",
"Federated States of Micronesia","2014","Total No. of Female Participants",
"Federated States of Micronesia","2014","Female Participants%",
"Federated States of Micronesia","2016","Total No. of Medals Won for Women","0"
"Federated States of Micronesia","2016","No. of Gold Medals won By Female","0"
"Federated States of Micronesia","2016","Medals Won By Women %",
"Federated States of Micronesia","2016","Total No. of Female Participants","3"
"Federated States of Micronesia","2016","Female Participants%","0.6"
"Fiji","1998","Total No. of Medals Won for Women",
"Fiji","1998","No. of Gold Medals won By Female",
"Fiji","1998","Medals Won By Women %",
"Fiji","1998","Total No. of Female Participants",
"Fiji","1998","Female Participants%",
"Fiji","2000","Total No. of Medals Won for Women","0"
"Fiji","2000","No. of Gold Medals won By Female","0"
"Fiji","2000","Medals Won By Women %",
"Fiji","2000","Total No. of Female Participants","3"
"Fiji","2000","Female Participants%","0.42857142857142855"
"Fiji","2002","Total No. of Medals Won for Women","0"
"Fiji","2002","No. of Gold Medals won By Female","0"
"Fiji","2002","Medals Won By Women %",
"Fiji","2002","Total No. of Female Participants","0"
"Fiji","2002","Female Participants%","0"
"Fiji","2004","Total No. of Medals Won for Women","0"
"Fiji","2004","No. of Gold Medals won By Female","0"
"Fiji","2004","Medals Won By Women %",
"Fiji","2004","Total No. of Female Participants","4"
"Fiji","2004","Female Participants%","0.5"
"Fiji","2006","Total No. of Medals Won for Women",
"Fiji","2006","No. of Gold Medals won By Female",
"Fiji","2006","Medals Won By Women %",
"Fiji","2006","Total No. of Female Participants",
"Fiji","2006","Female Participants%",
"Fiji","2008","Total No. of Medals Won for Women","0"
"Fiji","2008","No. of Gold Medals won By Female","0"
"Fiji","2008","Medals Won By Women %",
"Fiji","2008","Total No. of Female Participants","2"
"Fiji","2008","Female Participants%","0.3333333333333333"
"Fiji","2010","Total No. of Medals Won for Women",
"Fiji","2010","No. of Gold Medals won By Female",
"Fiji","2010","Medals Won By Women %",
"Fiji","2010","Total No. of Female Participants",
"Fiji","2010","Female Participants%",
"Fiji","2012","Total No. of Medals Won for Women","0"
"Fiji","2012","No. of Gold Medals won By Female","0"
"Fiji","2012","Medals Won By Women %",
"Fiji","2012","Total No. of Female Participants","3"
"Fiji","2012","Female Participants%","0.3333333333333333"
"Fiji","2014","Total No. of Medals Won for Women",
"Fiji","2014","No. of Gold Medals won By Female",
"Fiji","2014","Medals Won By Women %",
"Fiji","2014","Total No. of Female Participants",
"Fiji","2014","Female Participants%",
"Fiji","2016","Total No. of Medals Won for Women","0"
"Fiji","2016","No. of Gold Medals won By Female","0"
"Fiji","2016","Medals Won By Women %","0"
"Fiji","2016","Total No. of Female Participants","17"
"Fiji","2016","Female Participants%","0.32075471698113206"
"Floresco","1998","Total No. of Medals Won for Women",
"Floresco","1998","No. of Gold Medals won By Female",
"Floresco","1998","Medals Won By Women %",
"Floresco","1998","Total No. of Female Participants",
"Floresco","1998","Female Participants%",
"Floresco","2000","Total No. of Medals Won for Women",
"Floresco","2000","No. of Gold Medals won By Female",
"Floresco","2000","Medals Won By Women %",
"Floresco","2000","Total No. of Female Participants",
"Floresco","2000","Female Participants%",
"Floresco","2002","Total No. of Medals Won for Women",
"Floresco","2002","No. of Gold Medals won By Female",
"Floresco","2002","Medals Won By Women %",
"Floresco","2002","Total No. of Female Participants",
"Floresco","2002","Female Participants%",
"Floresco","2004","Total No. of Medals Won for Women",
"Floresco","2004","No. of Gold Medals won By Female",
"Floresco","2004","Medals Won By Women %",
"Floresco","2004","Total No. of Female Participants",
"Floresco","2004","Female Participants%",
"Floresco","2006","Total No. of Medals Won for Women",
"Floresco","2006","No. of Gold Medals won By Female",
"Floresco","2006","Medals Won By Women %",
"Floresco","2006","Total No. of Female Participants",
"Floresco","2006","Female Participants%",
"Floresco","2008","Total No. of Medals Won for Women","0"
"Floresco","2008","No. of Gold Medals won By Female","0"
"Floresco","2008","Medals Won By Women %",
"Floresco","2008","Total No. of Female Participants","0"
"Floresco","2008","Female Participants%","0"
"Floresco","2010","Total No. of Medals Won for Women",
"Floresco","2010","No. of Gold Medals won By Female",
"Floresco","2010","Medals Won By Women %",
"Floresco","2010","Total No. of Female Participants",
"Floresco","2010","Female Participants%",
"Floresco","2012","Total No. of Medals Won for Women",
"Floresco","2012","No. of Gold Medals won By Female",
"Floresco","2012","Medals Won By Women %",
"Floresco","2012","Total No. of Female Participants",
"Floresco","2012","Female Participants%",
"Floresco","2014","Total No. of Medals Won for Women",
"Floresco","2014","No. of Gold Medals won By Female",
"Floresco","2014","Medals Won By Women %",
"Floresco","2014","Total No. of Female Participants",
"Floresco","2014","Female Participants%",
"Floresco","2016","Total No. of Medals Won for Women",
"Floresco","2016","No. of Gold Medals won By Female",
"Floresco","2016","Medals Won By Women %",
"Floresco","2016","Total No. of Female Participants",
"Floresco","2016","Female Participants%",
"France-2","1998","Total No. of Medals Won for Women","0"
"France-2","1998","No. of Gold Medals won By Female","0"
"France-2","1998","Medals Won By Women %",
"France-2","1998","Total No. of Female Participants","2"
"France-2","1998","Female Participants%","0.3333333333333333"
"France-2","2000","Total No. of Medals Won for Women","0"
"France-2","2000","No. of Gold Medals won By Female","0"
"France-2","2000","Medals Won By Women %",
"France-2","2000","Total No. of Female Participants","0"
"France-2","2000","Female Participants%","0"
"France-2","2002","Total No. of Medals Won for Women","0"
"France-2","2002","No. of Gold Medals won By Female","0"
"France-2","2002","Medals Won By Women %",
"France-2","2002","Total No. of Female Participants","1"
"France-2","2002","Female Participants%","0.16666666666666666"
"France-2","2004","Total No. of Medals Won for Women","0"
"France-2","2004","No. of Gold Medals won By Female","0"
"France-2","2004","Medals Won By Women %",
"France-2","2004","Total No. of Female Participants","2"
"France-2","2004","Female Participants%","0.5"
"France-2","2006","Total No. of Medals Won for Women","0"
"France-2","2006","No. of Gold Medals won By Female","0"
"France-2","2006","Medals Won By Women %",
"France-2","2006","Total No. of Female Participants","1"
"France-2","2006","Female Participants%","0.5"
"France-2","2008","Total No. of Medals Won for Women","0"
"France-2","2008","No. of Gold Medals won By Female","0"
"France-2","2008","Medals Won By Women %",
"France-2","2008","Total No. of Female Participants","0"
"France-2","2008","Female Participants%","0"
"France-2","2010","Total No. of Medals Won for Women","0"
"France-2","2010","No. of Gold Medals won By Female","0"
"France-2","2010","Medals Won By Women %",
"France-2","2010","Total No. of Female Participants","1"
"France-2","2010","Female Participants%","0.5"
"France-2","2012","Total No. of Medals Won for Women","0"
"France-2","2012","No. of Gold Medals won By Female","0"
"France-2","2012","Medals Won By Women %","0"
"France-2","2012","Total No. of Female Participants","0"
"France-2","2012","Female Participants%","0"
"France-2","2014","Total No. of Medals Won for Women","0"
"France-2","2014","No. of Gold Medals won By Female","0"
"France-2","2014","Medals Won By Women %",
"France-2","2014","Total No. of Female Participants","1"
"France-2","2014","Female Participants%","0.16666666666666666"
"France-2","2016","Total No. of Medals Won for Women","0"
"France-2","2016","No. of Gold Medals won By Female","0"
"France-2","2016","Medals Won By Women %",
"France-2","2016","Total No. of Female Participants","1"
"France-2","2016","Female Participants%","0.3333333333333333"
"France-3","1998","Total No. of Medals Won for Women","0"
"France-3","1998","No. of Gold Medals won By Female","0"
"France-3","1998","Medals Won By Women %",
"France-3","1998","Total No. of Female Participants","1"
"France-3","1998","Female Participants%","0.5"
"France-3","2000","Total No. of Medals Won for Women",
"France-3","2000","No. of Gold Medals won By Female",
"France-3","2000","Medals Won By Women %",
"France-3","2000","Total No. of Female Participants",
"France-3","2000","Female Participants%",
"France-3","2002","Total No. of Medals Won for Women",
"France-3","2002","No. of Gold Medals won By Female",
"France-3","2002","Medals Won By Women %",
"France-3","2002","Total No. of Female Participants",
"France-3","2002","Female Participants%",
"France-3","2004","Total No. of Medals Won for Women",
"France-3","2004","No. of Gold Medals won By Female",
"France-3","2004","Medals Won By Women %",
"France-3","2004","Total No. of Female Participants",
"France-3","2004","Female Participants%",
"France-3","2006","Total No. of Medals Won for Women",
"France-3","2006","No. of Gold Medals won By Female",
"France-3","2006","Medals Won By Women %",
"France-3","2006","Total No. of Female Participants",
"France-3","2006","Female Participants%",
"France-3","2008","Total No. of Medals Won for Women",
"France-3","2008","No. of Gold Medals won By Female",
"France-3","2008","Medals Won By Women %",
"France-3","2008","Total No. of Female Participants",
"France-3","2008","Female Participants%",
"France-3","2010","Total No. of Medals Won for Women",
"France-3","2010","No. of Gold Medals won By Female",
"France-3","2010","Medals Won By Women %",
"France-3","2010","Total No. of Female Participants",
"France-3","2010","Female Participants%",
"France-3","2012","Total No. of Medals Won for Women",
"France-3","2012","No. of Gold Medals won By Female",
"France-3","2012","Medals Won By Women %",
"France-3","2012","Total No. of Female Participants",
"France-3","2012","Female Participants%",
"France-3","2014","Total No. of Medals Won for Women",
"France-3","2014","No. of Gold Medals won By Female",
"France-3","2014","Medals Won By Women %",
"France-3","2014","Total No. of Female Participants",
"France-3","2014","Female Participants%",
"France-3","2016","Total No. of Medals Won for Women",
"France-3","2016","No. of Gold Medals won By Female",
"France-3","2016","Medals Won By Women %",
"France-3","2016","Total No. of Female Participants",
"France-3","2016","Female Participants%",
"Gabon","1998","Total No. of Medals Won for Women",
"Gabon","1998","No. of Gold Medals won By Female",
"Gabon","1998","Medals Won By Women %",
"Gabon","1998","Total No. of Female Participants",
"Gabon","1998","Female Participants%",
"Gabon","2000","Total No. of Medals Won for Women","0"
"Gabon","2000","No. of Gold Medals won By Female","0"
"Gabon","2000","Medals Won By Women %",
"Gabon","2000","Total No. of Female Participants","2"
"Gabon","2000","Female Participants%","0.4"
"Gabon","2002","Total No. of Medals Won for Women",
"Gabon","2002","No. of Gold Medals won By Female",
"Gabon","2002","Medals Won By Women %",
"Gabon","2002","Total No. of Female Participants",
"Gabon","2002","Female Participants%",
"Gabon","2004","Total No. of Medals Won for Women","0"
"Gabon","2004","No. of Gold Medals won By Female","0"
"Gabon","2004","Medals Won By Women %",
"Gabon","2004","Total No. of Female Participants","2"
"Gabon","2004","Female Participants%","0.4"
"Gabon","2006","Total No. of Medals Won for Women",
"Gabon","2006","No. of Gold Medals won By Female",
"Gabon","2006","Medals Won By Women %",
"Gabon","2006","Total No. of Female Participants",
"Gabon","2006","Female Participants%",
"Gabon","2008","Total No. of Medals Won for Women","0"
"Gabon","2008","No. of Gold Medals won By Female","0"
"Gabon","2008","Medals Won By Women %",
"Gabon","2008","Total No. of Female Participants","2"
"Gabon","2008","Female Participants%","0.5"
"Gabon","2010","Total No. of Medals Won for Women",
"Gabon","2010","No. of Gold Medals won By Female",
"Gabon","2010","Medals Won By Women %",
"Gabon","2010","Total No. of Female Participants",
"Gabon","2010","Female Participants%",
"Gabon","2012","Total No. of Medals Won for Women","0"
"Gabon","2012","No. of Gold Medals won By Female","0"
"Gabon","2012","Medals Won By Women %","0"
"Gabon","2012","Total No. of Female Participants","2"
"Gabon","2012","Female Participants%","0.09523809523809523"
"Gabon","2014","Total No. of Medals Won for Women",
"Gabon","2014","No. of Gold Medals won By Female",
"Gabon","2014","Medals Won By Women %",
"Gabon","2014","Total No. of Female Participants",
"Gabon","2014","Female Participants%",
"Gabon","2016","Total No. of Medals Won for Women","0"
"Gabon","2016","No. of Gold Medals won By Female","0"
"Gabon","2016","Medals Won By Women %",
"Gabon","2016","Total No. of Female Participants","2"
"Gabon","2016","Female Participants%","0.3333333333333333"
"Galopin De La Font","1998","Total No. of Medals Won for Women",
"Galopin De La Font","1998","No. of Gold Medals won By Female",
"Galopin De La Font","1998","Medals Won By Women %",
"Galopin De La Font","1998","Total No. of Female Participants",
"Galopin De La Font","1998","Female Participants%",
"Galopin De La Font","2000","Total No. of Medals Won for Women",
"Galopin De La Font","2000","No. of Gold Medals won By Female",
"Galopin De La Font","2000","Medals Won By Women %",
"Galopin De La Font","2000","Total No. of Female Participants",
"Galopin De La Font","2000","Female Participants%",
"Galopin De La Font","2002","Total No. of Medals Won for Women",
"Galopin De La Font","2002","No. of Gold Medals won By Female",
"Galopin De La Font","2002","Medals Won By Women %",
"Galopin De La Font","2002","Total No. of Female Participants",
"Galopin De La Font","2002","Female Participants%",
"Galopin De La Font","2004","Total No. of Medals Won for Women",
"Galopin De La Font","2004","No. of Gold Medals won By Female",
"Galopin De La Font","2004","Medals Won By Women %",
"Galopin De La Font","2004","Total No. of Female Participants",
"Galopin De La Font","2004","Female Participants%",
"Galopin De La Font","2006","Total No. of Medals Won for Women",
"Galopin De La Font","2006","No. of Gold Medals won By Female",
"Galopin De La Font","2006","Medals Won By Women %",
"Galopin De La Font","2006","Total No. of Female Participants",
"Galopin De La Font","2006","Female Participants%",
"Galopin De La Font","2008","Total No. of Medals Won for Women","0"
"Galopin De La Font","2008","No. of Gold Medals won By Female","0"
"Galopin De La Font","2008","Medals Won By Women %",
"Galopin De La Font","2008","Total No. of Female Participants","0"
"Galopin De La Font","2008","Female Participants%","0"
"Galopin De La Font","2010","Total No. of Medals Won for Women",
"Galopin De La Font","2010","No. of Gold Medals won By Female",
"Galopin De La Font","2010","Medals Won By Women %",
"Galopin De La Font","2010","Total No. of Female Participants",
"Galopin De La Font","2010","Female Participants%",
"Galopin De La Font","2012","Total No. of Medals Won for Women",
"Galopin De La Font","2012","No. of Gold Medals won By Female",
"Galopin De La Font","2012","Medals Won By Women %",
"Galopin De La Font","2012","Total No. of Female Participants",
"Galopin De La Font","2012","Female Participants%",
"Galopin De La Font","2014","Total No. of Medals Won for Women",
"Galopin De La Font","2014","No. of Gold Medals won By Female",
"Galopin De La Font","2014","Medals Won By Women %",
"Galopin De La Font","2014","Total No. of Female Participants",
"Galopin De La Font","2014","Female Participants%",
"Galopin De La Font","2016","Total No. of Medals Won for Women",
"Galopin De La Font","2016","No. of Gold Medals won By Female",
"Galopin De La Font","2016","Medals Won By Women %",
"Galopin De La Font","2016","Total No. of Female Participants",
"Galopin De La Font","2016","Female Participants%",
"Gambia","1998","Total No. of Medals Won for Women",
"Gambia","1998","No. of Gold Medals won By Female",
"Gambia","1998","Medals Won By Women %",
"Gambia","1998","Total No. of Female Participants",
"Gambia","1998","Female Participants%",
"Gambia","2000","Total No. of Medals Won for Women","0"
"Gambia","2000","No. of Gold Medals won By Female","0"
"Gambia","2000","Medals Won By Women %",
"Gambia","2000","Total No. of Female Participants","1"
"Gambia","2000","Female Participants%","0.5"
"Gambia","2002","Total No. of Medals Won for Women",
"Gambia","2002","No. of Gold Medals won By Female",
"Gambia","2002","Medals Won By Women %",
"Gambia","2002","Total No. of Female Participants",
"Gambia","2002","Female Participants%",
"Gambia","2004","Total No. of Medals Won for Women","0"
"Gambia","2004","No. of Gold Medals won By Female","0"
"Gambia","2004","Medals Won By Women %",
"Gambia","2004","Total No. of Female Participants","1"
"Gambia","2004","Female Participants%","0.5"
"Gambia","2006","Total No. of Medals Won for Women",
"Gambia","2006","No. of Gold Medals won By Female",
"Gambia","2006","Medals Won By Women %",
"Gambia","2006","Total No. of Female Participants",
"Gambia","2006","Female Participants%",
"Gambia","2008","Total No. of Medals Won for Women","0"
"Gambia","2008","No. of Gold Medals won By Female","0"
"Gambia","2008","Medals Won By Women %",
"Gambia","2008","Total No. of Female Participants","1"
"Gambia","2008","Female Participants%","0.3333333333333333"
"Gambia","2010","Total No. of Medals Won for Women",
"Gambia","2010","No. of Gold Medals won By Female",
"Gambia","2010","Medals Won By Women %",
"Gambia","2010","Total No. of Female Participants",
"Gambia","2010","Female Participants%",
"Gambia","2012","Total No. of Medals Won for Women","0"
"Gambia","2012","No. of Gold Medals won By Female","0"
"Gambia","2012","Medals Won By Women %",
"Gambia","2012","Total No. of Female Participants","1"
"Gambia","2012","Female Participants%","0.5"
"Gambia","2014","Total No. of Medals Won for Women",
"Gambia","2014","No. of Gold Medals won By Female",
"Gambia","2014","Medals Won By Women %",
"Gambia","2014","Total No. of Female Participants",
"Gambia","2014","Female Participants%",
"Gambia","2016","Total No. of Medals Won for Women","0"
"Gambia","2016","No. of Gold Medals won By Female","0"
"Gambia","2016","Medals Won By Women %",
"Gambia","2016","Total No. of Female Participants","1"
"Gambia","2016","Female Participants%","0.25"
"Germany-3","1998","Total No. of Medals Won for Women",
"Germany-3","1998","No. of Gold Medals won By Female",
"Germany-3","1998","Medals Won By Women %",
"Germany-3","1998","Total No. of Female Participants",
"Germany-3","1998","Female Participants%",
"Germany-3","2000","Total No. of Medals Won for Women",
"Germany-3","2000","No. of Gold Medals won By Female",
"Germany-3","2000","Medals Won By Women %",
"Germany-3","2000","Total No. of Female Participants",
"Germany-3","2000","Female Participants%",
"Germany-3","2002","Total No. of Medals Won for Women",
"Germany-3","2002","No. of Gold Medals won By Female",
"Germany-3","2002","Medals Won By Women %",
"Germany-3","2002","Total No. of Female Participants",
"Germany-3","2002","Female Participants%",
"Germany-3","2004","Total No. of Medals Won for Women",
"Germany-3","2004","No. of Gold Medals won By Female",
"Germany-3","2004","Medals Won By Women %",
"Germany-3","2004","Total No. of Female Participants",
"Germany-3","2004","Female Participants%",
"Germany-3","2006","Total No. of Medals Won for Women",
"Germany-3","2006","No. of Gold Medals won By Female",
"Germany-3","2006","Medals Won By Women %",
"Germany-3","2006","Total No. of Female Participants",
"Germany-3","2006","Female Participants%",
"Germany-3","2008","Total No. of Medals Won for Women",
"Germany-3","2008","No. of Gold Medals won By Female",
"Germany-3","2008","Medals Won By Women %",
"Germany-3","2008","Total No. of Female Participants",
"Germany-3","2008","Female Participants%",
"Germany-3","2010","Total No. of Medals Won for Women","0"
"Germany-3","2010","No. of Gold Medals won By Female","0"
"Germany-3","2010","Medals Won By Women %",
"Germany-3","2010","Total No. of Female Participants","2"
"Germany-3","2010","Female Participants%","0.3333333333333333"
"Germany-3","2012","Total No. of Medals Won for Women",
"Germany-3","2012","No. of Gold Medals won By Female",
"Germany-3","2012","Medals Won By Women %",
"Germany-3","2012","Total No. of Female Participants",
"Germany-3","2012","Female Participants%",
"Germany-3","2014","Total No. of Medals Won for Women","0"
"Germany-3","2014","No. of Gold Medals won By Female","0"
"Germany-3","2014","Medals Won By Women %",
"Germany-3","2014","Total No. of Female Participants","2"
"Germany-3","2014","Female Participants%","0.25"
"Germany-3","2016","Total No. of Medals Won for Women",
"Germany-3","2016","No. of Gold Medals won By Female",
"Germany-3","2016","Medals Won By Women %",
"Germany-3","2016","Total No. of Female Participants",
"Germany-3","2016","Female Participants%",
"Ghana","1998","Total No. of Medals Won for Women",
"Ghana","1998","No. of Gold Medals won By Female",
"Ghana","1998","Medals Won By Women %",
"Ghana","1998","Total No. of Female Participants",
"Ghana","1998","Female Participants%",
"Ghana","2000","Total No. of Medals Won for Women","0"
"Ghana","2000","No. of Gold Medals won By Female","0"
"Ghana","2000","Medals Won By Women %",
"Ghana","2000","Total No. of Female Participants","6"
"Ghana","2000","Female Participants%","0.2727272727272727"
"Ghana","2002","Total No. of Medals Won for Women",
"Ghana","2002","No. of Gold Medals won By Female",
"Ghana","2002","Medals Won By Women %",
"Ghana","2002","Total No. of Female Participants",
"Ghana","2002","Female Participants%",
"Ghana","2004","Total No. of Medals Won for Women","0"
"Ghana","2004","No. of Gold Medals won By Female","0"
"Ghana","2004","Medals Won By Women %",
"Ghana","2004","Total No. of Female Participants","3"
"Ghana","2004","Female Participants%","0.11538461538461539"
"Ghana","2006","Total No. of Medals Won for Women",
"Ghana","2006","No. of Gold Medals won By Female",
"Ghana","2006","Medals Won By Women %",
"Ghana","2006","Total No. of Female Participants",
"Ghana","2006","Female Participants%",
"Ghana","2008","Total No. of Medals Won for Women","0"
"Ghana","2008","No. of Gold Medals won By Female","0"
"Ghana","2008","Medals Won By Women %",
"Ghana","2008","Total No. of Female Participants","1"
"Ghana","2008","Female Participants%","0.1111111111111111"
"Ghana","2010","Total No. of Medals Won for Women","0"
"Ghana","2010","No. of Gold Medals won By Female","0"
"Ghana","2010","Medals Won By Women %",
"Ghana","2010","Total No. of Female Participants","0"
"Ghana","2010","Female Participants%","0"
"Ghana","2012","Total No. of Medals Won for Women","0"
"Ghana","2012","No. of Gold Medals won By Female","0"
"Ghana","2012","Medals Won By Women %",
"Ghana","2012","Total No. of Female Participants","2"
"Ghana","2012","Female Participants%","0.2857142857142857"
"Ghana","2014","Total No. of Medals Won for Women",
"Ghana","2014","No. of Gold Medals won By Female",
"Ghana","2014","Medals Won By Women %",
"Ghana","2014","Total No. of Female Participants",
"Ghana","2014","Female Participants%",
"Ghana","2016","Total No. of Medals Won for Women","0"
"Ghana","2016","No. of Gold Medals won By Female","0"
"Ghana","2016","Medals Won By Women %",
"Ghana","2016","Total No. of Female Participants","6"
"Ghana","2016","Female Participants%","0.46153846153846156"
"Gran Gesto","1998","Total No. of Medals Won for Women",
"Gran Gesto","1998","No. of Gold Medals won By Female",
"Gran Gesto","1998","Medals Won By Women %",
"Gran Gesto","1998","Total No. of Female Participants",
"Gran Gesto","1998","Female Participants%",
"Gran Gesto","2000","Total No. of Medals Won for Women",
"Gran Gesto","2000","No. of Gold Medals won By Female",
"Gran Gesto","2000","Medals Won By Women %",
"Gran Gesto","2000","Total No. of Female Participants",
"Gran Gesto","2000","Female Participants%",
"Gran Gesto","2002","Total No. of Medals Won for Women",
"Gran Gesto","2002","No. of Gold Medals won By Female",
"Gran Gesto","2002","Medals Won By Women %",
"Gran Gesto","2002","Total No. of Female Participants",
"Gran Gesto","2002","Female Participants%",
"Gran Gesto","2004","Total No. of Medals Won for Women",
"Gran Gesto","2004","No. of Gold Medals won By Female",
"Gran Gesto","2004","Medals Won By Women %",
"Gran Gesto","2004","Total No. of Female Participants",
"Gran Gesto","2004","Female Participants%",
"Gran Gesto","2006","Total No. of Medals Won for Women",
"Gran Gesto","2006","No. of Gold Medals won By Female",
"Gran Gesto","2006","Medals Won By Women %",
"Gran Gesto","2006","Total No. of Female Participants",
"Gran Gesto","2006","Female Participants%",
"Gran Gesto","2008","Total No. of Medals Won for Women","0"
"Gran Gesto","2008","No. of Gold Medals won By Female","0"
"Gran Gesto","2008","Medals Won By Women %",
"Gran Gesto","2008","Total No. of Female Participants","1"
"Gran Gesto","2008","Female Participants%","1"
"Gran Gesto","2010","Total No. of Medals Won for Women",
"Gran Gesto","2010","No. of Gold Medals won By Female",
"Gran Gesto","2010","Medals Won By Women %",
"Gran Gesto","2010","Total No. of Female Participants",
"Gran Gesto","2010","Female Participants%",
"Gran Gesto","2012","Total No. of Medals Won for Women",
"Gran Gesto","2012","No. of Gold Medals won By Female",
"Gran Gesto","2012","Medals Won By Women %",
"Gran Gesto","2012","Total No. of Female Participants",
"Gran Gesto","2012","Female Participants%",
"Gran Gesto","2014","Total No. of Medals Won for Women",
"Gran Gesto","2014","No. of Gold Medals won By Female",
"Gran Gesto","2014","Medals Won By Women %",
"Gran Gesto","2014","Total No. of Female Participants",
"Gran Gesto","2014","Female Participants%",
"Gran Gesto","2016","Total No. of Medals Won for Women",
"Gran Gesto","2016","No. of Gold Medals won By Female",
"Gran Gesto","2016","Medals Won By Women %",
"Gran Gesto","2016","Total No. of Female Participants",
"Gran Gesto","2016","Female Participants%",
"Greece-1","1998","Total No. of Medals Won for Women",
"Greece-1","1998","No. of Gold Medals won By Female",
"Greece-1","1998","Medals Won By Women %",
"Greece-1","1998","Total No. of Female Participants",
"Greece-1","1998","Female Participants%",
"Greece-1","2000","Total No. of Medals Won for Women",
"Greece-1","2000","No. of Gold Medals won By Female",
"Greece-1","2000","Medals Won By Women %",
"Greece-1","2000","Total No. of Female Participants",
"Greece-1","2000","Female Participants%",
"Greece-1","2002","Total No. of Medals Won for Women",
"Greece-1","2002","No. of Gold Medals won By Female",
"Greece-1","2002","Medals Won By Women %",
"Greece-1","2002","Total No. of Female Participants",
"Greece-1","2002","Female Participants%",
"Greece-1","2004","Total No. of Medals Won for Women","0"
"Greece-1","2004","No. of Gold Medals won By Female","0"
"Greece-1","2004","Medals Won By Women %",
"Greece-1","2004","Total No. of Female Participants","2"
"Greece-1","2004","Female Participants%","1"
"Greece-1","2006","Total No. of Medals Won for Women",
"Greece-1","2006","No. of Gold Medals won By Female",
"Greece-1","2006","Medals Won By Women %",
"Greece-1","2006","Total No. of Female Participants",
"Greece-1","2006","Female Participants%",
"Greece-1","2008","Total No. of Medals Won for Women","0"
"Greece-1","2008","No. of Gold Medals won By Female","0"
"Greece-1","2008","Medals Won By Women %",
"Greece-1","2008","Total No. of Female Participants","2"
"Greece-1","2008","Female Participants%","1"
"Greece-1","2010","Total No. of Medals Won for Women",
"Greece-1","2010","No. of Gold Medals won By Female",
"Greece-1","2010","Medals Won By Women %",
"Greece-1","2010","Total No. of Female Participants",
"Greece-1","2010","Female Participants%",
"Greece-1","2012","Total No. of Medals Won for Women",
"Greece-1","2012","No. of Gold Medals won By Female",
"Greece-1","2012","Medals Won By Women %",
"Greece-1","2012","Total No. of Female Participants",
"Greece-1","2012","Female Participants%",
"Greece-1","2014","Total No. of Medals Won for Women",
"Greece-1","2014","No. of Gold Medals won By Female",
"Greece-1","2014","Medals Won By Women %",
"Greece-1","2014","Total No. of Female Participants",
"Greece-1","2014","Female Participants%",
