"Team","Year","Value Column Name","Value"
"Spain-2","2000","Total No. of Female Participants",
"Spain-2","2000","Female Participants%",
"Spain-2","2002","Total No. of Medals Won for Women",
"Spain-2","2002","No. of Gold Medals won By Female",
"Spain-2","2002","Medals Won By Women %",
"Spain-2","2002","Total No. of Female Participants",
"Spain-2","2002","Female Participants%",
"Spain-2","2004","Total No. of Medals Won for Women","2"
"Spain-2","2004","No. of Gold Medals won By Female","0"
"Spain-2","2004","Medals Won By Women %","1"
"Spain-2","2004","Total No. of Female Participants","2"
"Spain-2","2004","Female Participants%","0.5"
"Spain-2","2006","Total No. of Medals Won for Women",
"Spain-2","2006","No. of Gold Medals won By Female",
"Spain-2","2006","Medals Won By Women %",
"Spain-2","2006","Total No. of Female Participants",
"Spain-2","2006","Female Participants%",
"Spain-2","2008","Total No. of Medals Won for Women","0"
"Spain-2","2008","No. of Gold Medals won By Female","0"
"Spain-2","2008","Medals Won By Women %",
"Spain-2","2008","Total No. of Female Participants","2"
"Spain-2","2008","Female Participants%","0.5"
"Spain-2","2010","Total No. of Medals Won for Women",
"Spain-2","2010","No. of Gold Medals won By Female",
"Spain-2","2010","Medals Won By Women %",
"Spain-2","2010","Total No. of Female Participants",
"Spain-2","2010","Female Participants%",
"Spain-2","2012","Total No. of Medals Won for Women","0"
"Spain-2","2012","No. of Gold Medals won By Female","0"
"Spain-2","2012","Medals Won By Women %",
"Spain-2","2012","Total No. of Female Participants","2"
"Spain-2","2012","Female Participants%","0.5"
"Spain-2","2014","Total No. of Medals Won for Women",
"Spain-2","2014","No. of Gold Medals won By Female",
"Spain-2","2014","Medals Won By Women %",
"Spain-2","2014","Total No. of Female Participants",
"Spain-2","2014","Female Participants%",
"Spain-2","2016","Total No. of Medals Won for Women","0"
"Spain-2","2016","No. of Gold Medals won By Female","0"
"Spain-2","2016","Medals Won By Women %","0"
"Spain-2","2016","Total No. of Female Participants","2"
"Spain-2","2016","Female Participants%","0.5"
"Armenia","1998","Total No. of Medals Won for Women","0"
"Armenia","1998","No. of Gold Medals won By Female","0"
"Armenia","1998","Medals Won By Women %",
"Armenia","1998","Total No. of Female Participants","3"
"Armenia","1998","Female Participants%","0.42857142857142855"
"Armenia","2000","Total No. of Medals Won for Women","0"
"Armenia","2000","No. of Gold Medals won By Female","0"
"Armenia","2000","Medals Won By Women %","0"
"Armenia","2000","Total No. of Female Participants","2"
"Armenia","2000","Female Participants%","0.08"
"Armenia","2002","Total No. of Medals Won for Women","0"
"Armenia","2002","No. of Gold Medals won By Female","0"
"Armenia","2002","Medals Won By Women %",
"Armenia","2002","Total No. of Female Participants","4"
"Armenia","2002","Female Participants%","0.4444444444444444"
"Armenia","2004","Total No. of Medals Won for Women","0"
"Armenia","2004","No. of Gold Medals won By Female","0"
"Armenia","2004","Medals Won By Women %",
"Armenia","2004","Total No. of Female Participants","2"
"Armenia","2004","Female Participants%","0.1111111111111111"
"Armenia","2006","Total No. of Medals Won for Women","0"
"Armenia","2006","No. of Gold Medals won By Female","0"
"Armenia","2006","Medals Won By Women %",
"Armenia","2006","Total No. of Female Participants","1"
"Armenia","2006","Female Participants%","0.2"
"Armenia","2008","Total No. of Medals Won for Women","0"
"Armenia","2008","No. of Gold Medals won By Female","0"
"Armenia","2008","Medals Won By Women %","0"
"Armenia","2008","Total No. of Female Participants","2"
"Armenia","2008","Female Participants%","0.08"
"Armenia","2010","Total No. of Medals Won for Women","0"
"Armenia","2010","No. of Gold Medals won By Female","0"
"Armenia","2010","Medals Won By Women %",
"Armenia","2010","Total No. of Female Participants","2"
"Armenia","2010","Female Participants%","0.5"
"Armenia","2012","Total No. of Medals Won for Women","1"
"Armenia","2012","No. of Gold Medals won By Female","0"
"Armenia","2012","Medals Won By Women %","0.3333333333333333"
"Armenia","2012","Total No. of Female Participants","4"
"Armenia","2012","Female Participants%","0.16666666666666666"
"Armenia","2014","Total No. of Medals Won for Women","0"
"Armenia","2014","No. of Gold Medals won By Female","0"
"Armenia","2014","Medals Won By Women %",
"Armenia","2014","Total No. of Female Participants","1"
"Armenia","2014","Female Participants%","0.25"
"Armenia","2016","Total No. of Medals Won for Women","0"
"Armenia","2016","No. of Gold Medals won By Female","0"
"Armenia","2016","Medals Won By Women %","0"
"Armenia","2016","Total No. of Female Participants","7"
"Armenia","2016","Female Participants%","0.22580645161290322"
"Bonaparte","1998","Total No. of Medals Won for Women",
"Bonaparte","1998","No. of Gold Medals won By Female",
"Bonaparte","1998","Medals Won By Women %",
"Bonaparte","1998","Total No. of Female Participants",
"Bonaparte","1998","Female Participants%",
"Bonaparte","2000","Total No. of Medals Won for Women",
"Bonaparte","2000","No. of Gold Medals won By Female",
"Bonaparte","2000","Medals Won By Women %",
"Bonaparte","2000","Total No. of Female Participants",
"Bonaparte","2000","Female Participants%",
"Bonaparte","2002","Total No. of Medals Won for Women",
"Bonaparte","2002","No. of Gold Medals won By Female",
"Bonaparte","2002","Medals Won By Women %",
"Bonaparte","2002","Total No. of Female Participants",
"Bonaparte","2002","Female Participants%",
"Bonaparte","2004","Total No. of Medals Won for Women",
"Bonaparte","2004","No. of Gold Medals won By Female",
"Bonaparte","2004","Medals Won By Women %",
"Bonaparte","2004","Total No. of Female Participants",
"Bonaparte","2004","Female Participants%",
"Bonaparte","2006","Total No. of Medals Won for Women",
"Bonaparte","2006","No. of Gold Medals won By Female",
"Bonaparte","2006","Medals Won By Women %",
"Bonaparte","2006","Total No. of Female Participants",
"Bonaparte","2006","Female Participants%",
"Bonaparte","2008","Total No. of Medals Won for Women","1"
"Bonaparte","2008","No. of Gold Medals won By Female","1"
"Bonaparte","2008","Medals Won By Women %","1"
"Bonaparte","2008","Total No. of Female Participants","1"
"Bonaparte","2008","Female Participants%","1"
"Bonaparte","2010","Total No. of Medals Won for Women",
"Bonaparte","2010","No. of Gold Medals won By Female",
"Bonaparte","2010","Medals Won By Women %",
"Bonaparte","2010","Total No. of Female Participants",
"Bonaparte","2010","Female Participants%",
"Bonaparte","2012","Total No. of Medals Won for Women",
"Bonaparte","2012","No. of Gold Medals won By Female",
"Bonaparte","2012","Medals Won By Women %",
"Bonaparte","2012","Total No. of Female Participants",
"Bonaparte","2012","Female Participants%",
"Bonaparte","2014","Total No. of Medals Won for Women",
"Bonaparte","2014","No. of Gold Medals won By Female",
"Bonaparte","2014","Medals Won By Women %",
"Bonaparte","2014","Total No. of Female Participants",
"Bonaparte","2014","Female Participants%",
"Bonaparte","2016","Total No. of Medals Won for Women",
"Bonaparte","2016","No. of Gold Medals won By Female",
"Bonaparte","2016","Medals Won By Women %",
"Bonaparte","2016","Total No. of Female Participants",
"Bonaparte","2016","Female Participants%",
"Burundi","1998","Total No. of Medals Won for Women",
"Burundi","1998","No. of Gold Medals won By Female",
"Burundi","1998","Medals Won By Women %",
"Burundi","1998","Total No. of Female Participants",
"Burundi","1998","Female Participants%",
"Burundi","2000","Total No. of Medals Won for Women","0"
"Burundi","2000","No. of Gold Medals won By Female","0"
"Burundi","2000","Medals Won By Women %",
"Burundi","2000","Total No. of Female Participants","1"
"Burundi","2000","Female Participants%","0.16666666666666666"
"Burundi","2002","Total No. of Medals Won for Women",
"Burundi","2002","No. of Gold Medals won By Female",
"Burundi","2002","Medals Won By Women %",
"Burundi","2002","Total No. of Female Participants",
"Burundi","2002","Female Participants%",
"Burundi","2004","Total No. of Medals Won for Women","0"
"Burundi","2004","No. of Gold Medals won By Female","0"
"Burundi","2004","Medals Won By Women %",
"Burundi","2004","Total No. of Female Participants","2"
"Burundi","2004","Female Participants%","0.2857142857142857"
"Burundi","2006","Total No. of Medals Won for Women",
"Burundi","2006","No. of Gold Medals won By Female",
"Burundi","2006","Medals Won By Women %",
"Burundi","2006","Total No. of Female Participants",
"Burundi","2006","Female Participants%",
"Burundi","2008","Total No. of Medals Won for Women","0"
"Burundi","2008","No. of Gold Medals won By Female","0"
"Burundi","2008","Medals Won By Women %",
"Burundi","2008","Total No. of Female Participants","2"
"Burundi","2008","Female Participants%","0.6666666666666666"
"Burundi","2010","Total No. of Medals Won for Women",
"Burundi","2010","No. of Gold Medals won By Female",
"Burundi","2010","Medals Won By Women %",
"Burundi","2010","Total No. of Female Participants",
"Burundi","2010","Female Participants%",
"Burundi","2012","Total No. of Medals Won for Women","0"
"Burundi","2012","No. of Gold Medals won By Female","0"
"Burundi","2012","Medals Won By Women %",
"Burundi","2012","Total No. of Female Participants","4"
"Burundi","2012","Female Participants%","0.6666666666666666"
"Burundi","2014","Total No. of Medals Won for Women",
"Burundi","2014","No. of Gold Medals won By Female",
"Burundi","2014","Medals Won By Women %",
"Burundi","2014","Total No. of Female Participants",
"Burundi","2014","Female Participants%",
"Burundi","2016","Total No. of Medals Won for Women","1"
"Burundi","2016","No. of Gold Medals won By Female","0"
"Burundi","2016","Medals Won By Women %","1"
"Burundi","2016","Total No. of Female Participants","4"
"Burundi","2016","Female Participants%","0.4444444444444444"
"China-3","1998","Total No. of Medals Won for Women",
"China-3","1998","No. of Gold Medals won By Female",
"China-3","1998","Medals Won By Women %",
"China-3","1998","Total No. of Female Participants",
"China-3","1998","Female Participants%",
"China-3","2000","Total No. of Medals Won for Women",
"China-3","2000","No. of Gold Medals won By Female",
"China-3","2000","Medals Won By Women %",
"China-3","2000","Total No. of Female Participants",
"China-3","2000","Female Participants%",
"China-3","2002","Total No. of Medals Won for Women","0"
"China-3","2002","No. of Gold Medals won By Female","0"
"China-3","2002","Medals Won By Women %",
"China-3","2002","Total No. of Female Participants","1"
"China-3","2002","Female Participants%","0.5"
"China-3","2004","Total No. of Medals Won for Women",
"China-3","2004","No. of Gold Medals won By Female",
"China-3","2004","Medals Won By Women %",
"China-3","2004","Total No. of Female Participants",
"China-3","2004","Female Participants%",
"China-3","2006","Total No. of Medals Won for Women","1"
"China-3","2006","No. of Gold Medals won By Female","0"
"China-3","2006","Medals Won By Women %","0.5"
"China-3","2006","Total No. of Female Participants","1"
"China-3","2006","Female Participants%","0.5"
"China-3","2008","Total No. of Medals Won for Women","0"
"China-3","2008","No. of Gold Medals won By Female","0"
"China-3","2008","Medals Won By Women %",
"China-3","2008","Total No. of Female Participants","2"
"China-3","2008","Female Participants%","1"
"China-3","2010","Total No. of Medals Won for Women","0"
"China-3","2010","No. of Gold Medals won By Female","0"
"China-3","2010","Medals Won By Women %",
"China-3","2010","Total No. of Female Participants","1"
"China-3","2010","Female Participants%","0.5"
"China-3","2012","Total No. of Medals Won for Women",
"China-3","2012","No. of Gold Medals won By Female",
"China-3","2012","Medals Won By Women %",
"China-3","2012","Total No. of Female Participants",
"China-3","2012","Female Participants%",
"China-3","2014","Total No. of Medals Won for Women",
"China-3","2014","No. of Gold Medals won By Female",
"China-3","2014","Medals Won By Women %",
"China-3","2014","Total No. of Female Participants",
"China-3","2014","Female Participants%",
"China-3","2016","Total No. of Medals Won for Women",
"China-3","2016","No. of Gold Medals won By Female",
"China-3","2016","Medals Won By Women %",
"China-3","2016","Total No. of Female Participants",
"China-3","2016","Female Participants%",
"Clearwater","1998","Total No. of Medals Won for Women",
"Clearwater","1998","No. of Gold Medals won By Female",
"Clearwater","1998","Medals Won By Women %",
"Clearwater","1998","Total No. of Female Participants",
"Clearwater","1998","Female Participants%",
"Clearwater","2000","Total No. of Medals Won for Women",
"Clearwater","2000","No. of Gold Medals won By Female",
"Clearwater","2000","Medals Won By Women %",
"Clearwater","2000","Total No. of Female Participants",
"Clearwater","2000","Female Participants%",
"Clearwater","2002","Total No. of Medals Won for Women",
"Clearwater","2002","No. of Gold Medals won By Female",
"Clearwater","2002","Medals Won By Women %",
"Clearwater","2002","Total No. of Female Participants",
"Clearwater","2002","Female Participants%",
"Clearwater","2004","Total No. of Medals Won for Women",
"Clearwater","2004","No. of Gold Medals won By Female",
"Clearwater","2004","Medals Won By Women %",
"Clearwater","2004","Total No. of Female Participants",
"Clearwater","2004","Female Participants%",
"Clearwater","2006","Total No. of Medals Won for Women",
"Clearwater","2006","No. of Gold Medals won By Female",
"Clearwater","2006","Medals Won By Women %",
"Clearwater","2006","Total No. of Female Participants",
"Clearwater","2006","Female Participants%",
"Clearwater","2008","Total No. of Medals Won for Women","1"
"Clearwater","2008","No. of Gold Medals won By Female","0"
"Clearwater","2008","Medals Won By Women %","1"
"Clearwater","2008","Total No. of Female Participants","1"
"Clearwater","2008","Female Participants%","1"
"Clearwater","2010","Total No. of Medals Won for Women",
"Clearwater","2010","No. of Gold Medals won By Female",
"Clearwater","2010","Medals Won By Women %",
"Clearwater","2010","Total No. of Female Participants",
"Clearwater","2010","Female Participants%",
"Clearwater","2012","Total No. of Medals Won for Women",
"Clearwater","2012","No. of Gold Medals won By Female",
"Clearwater","2012","Medals Won By Women %",
"Clearwater","2012","Total No. of Female Participants",
"Clearwater","2012","Female Participants%",
"Clearwater","2014","Total No. of Medals Won for Women",
"Clearwater","2014","No. of Gold Medals won By Female",
"Clearwater","2014","Medals Won By Women %",
"Clearwater","2014","Total No. of Female Participants",
"Clearwater","2014","Female Participants%",
"Clearwater","2016","Total No. of Medals Won for Women",
"Clearwater","2016","No. of Gold Medals won By Female",
"Clearwater","2016","Medals Won By Women %",
"Clearwater","2016","Total No. of Female Participants",
"Clearwater","2016","Female Participants%",
"Cote d'Ivoire","1998","Total No. of Medals Won for Women",
"Cote d'Ivoire","1998","No. of Gold Medals won By Female",
"Cote d'Ivoire","1998","Medals Won By Women %",
"Cote d'Ivoire","1998","Total No. of Female Participants",
"Cote d'Ivoire","1998","Female Participants%",
"Cote d'Ivoire","2000","Total No. of Medals Won for Women","0"
"Cote d'Ivoire","2000","No. of Gold Medals won By Female","0"
"Cote d'Ivoire","2000","Medals Won By Women %",
"Cote d'Ivoire","2000","Total No. of Female Participants","7"
"Cote d'Ivoire","2000","Female Participants%","0.5"
"Cote d'Ivoire","2002","Total No. of Medals Won for Women",
"Cote d'Ivoire","2002","No. of Gold Medals won By Female",
"Cote d'Ivoire","2002","Medals Won By Women %",
"Cote d'Ivoire","2002","Total No. of Female Participants",
"Cote d'Ivoire","2002","Female Participants%",
"Cote d'Ivoire","2004","Total No. of Medals Won for Women","0"
"Cote d'Ivoire","2004","No. of Gold Medals won By Female","0"
"Cote d'Ivoire","2004","Medals Won By Women %",
"Cote d'Ivoire","2004","Total No. of Female Participants","3"
"Cote d'Ivoire","2004","Female Participants%","0.6"
"Cote d'Ivoire","2006","Total No. of Medals Won for Women",
"Cote d'Ivoire","2006","No. of Gold Medals won By Female",
"Cote d'Ivoire","2006","Medals Won By Women %",
"Cote d'Ivoire","2006","Total No. of Female Participants",
"Cote d'Ivoire","2006","Female Participants%",
"Cote d'Ivoire","2008","Total No. of Medals Won for Women","0"
"Cote d'Ivoire","2008","No. of Gold Medals won By Female","0"
"Cote d'Ivoire","2008","Medals Won By Women %",
"Cote d'Ivoire","2008","Total No. of Female Participants","2"
"Cote d'Ivoire","2008","Female Participants%","0.09523809523809523"
"Cote d'Ivoire","2010","Total No. of Medals Won for Women",
"Cote d'Ivoire","2010","No. of Gold Medals won By Female",
"Cote d'Ivoire","2010","Medals Won By Women %",
"Cote d'Ivoire","2010","Total No. of Female Participants",
"Cote d'Ivoire","2010","Female Participants%",
"Cote d'Ivoire","2012","Total No. of Medals Won for Women","0"
"Cote d'Ivoire","2012","No. of Gold Medals won By Female","0"
"Cote d'Ivoire","2012","Medals Won By Women %",
"Cote d'Ivoire","2012","Total No. of Female Participants","5"
"Cote d'Ivoire","2012","Female Participants%","0.5555555555555556"
"Cote d'Ivoire","2014","Total No. of Medals Won for Women",
"Cote d'Ivoire","2014","No. of Gold Medals won By Female",
"Cote d'Ivoire","2014","Medals Won By Women %",
"Cote d'Ivoire","2014","Total No. of Female Participants",
"Cote d'Ivoire","2014","Female Participants%",
"Cote d'Ivoire","2016","Total No. of Medals Won for Women","1"
"Cote d'Ivoire","2016","No. of Gold Medals won By Female","0"
"Cote d'Ivoire","2016","Medals Won By Women %","0.5"
"Cote d'Ivoire","2016","Total No. of Female Participants","7"
"Cote d'Ivoire","2016","Female Participants%","0.5833333333333334"
"Denmark-1","1998","Total No. of Medals Won for Women",
"Denmark-1","1998","No. of Gold Medals won By Female",
"Denmark-1","1998","Medals Won By Women %",
"Denmark-1","1998","Total No. of Female Participants",
"Denmark-1","1998","Female Participants%",
"Denmark-1","2000","Total No. of Medals Won for Women","0"
"Denmark-1","2000","No. of Gold Medals won By Female","0"
"Denmark-1","2000","Medals Won By Women %",
"Denmark-1","2000","Total No. of Female Participants","2"
"Denmark-1","2000","Female Participants%","0.4"
"Denmark-1","2002","Total No. of Medals Won for Women",
"Denmark-1","2002","No. of Gold Medals won By Female",
"Denmark-1","2002","Medals Won By Women %",
"Denmark-1","2002","Total No. of Female Participants",
"Denmark-1","2002","Female Participants%",
"Denmark-1","2004","Total No. of Medals Won for Women","0"
"Denmark-1","2004","No. of Gold Medals won By Female","0"
"Denmark-1","2004","Medals Won By Women %",
"Denmark-1","2004","Total No. of Female Participants","3"
"Denmark-1","2004","Female Participants%","0.6"
"Denmark-1","2006","Total No. of Medals Won for Women",
"Denmark-1","2006","No. of Gold Medals won By Female",
"Denmark-1","2006","Medals Won By Women %",
"Denmark-1","2006","Total No. of Female Participants",
"Denmark-1","2006","Female Participants%",
"Denmark-1","2008","Total No. of Medals Won for Women","0"
"Denmark-1","2008","No. of Gold Medals won By Female","0"
"Denmark-1","2008","Medals Won By Women %",
"Denmark-1","2008","Total No. of Female Participants","0"
"Denmark-1","2008","Female Participants%","0"
"Denmark-1","2010","Total No. of Medals Won for Women",
"Denmark-1","2010","No. of Gold Medals won By Female",
"Denmark-1","2010","Medals Won By Women %",
"Denmark-1","2010","Total No. of Female Participants",
"Denmark-1","2010","Female Participants%",
"Denmark-1","2012","Total No. of Medals Won for Women","1"
"Denmark-1","2012","No. of Gold Medals won By Female","0"
"Denmark-1","2012","Medals Won By Women %","0.5"
"Denmark-1","2012","Total No. of Female Participants","1"
"Denmark-1","2012","Female Participants%","0.5"
"Denmark-1","2014","Total No. of Medals Won for Women",
"Denmark-1","2014","No. of Gold Medals won By Female",
"Denmark-1","2014","Medals Won By Women %",
"Denmark-1","2014","Total No. of Female Participants",
"Denmark-1","2014","Female Participants%",
"Denmark-1","2016","Total No. of Medals Won for Women",
"Denmark-1","2016","No. of Gold Medals won By Female",
"Denmark-1","2016","Medals Won By Women %",
"Denmark-1","2016","Total No. of Female Participants",
"Denmark-1","2016","Female Participants%",
"Denmark-2","1998","Total No. of Medals Won for Women",
"Denmark-2","1998","No. of Gold Medals won By Female",
"Denmark-2","1998","Medals Won By Women %",
"Denmark-2","1998","Total No. of Female Participants",
"Denmark-2","1998","Female Participants%",
"Denmark-2","2000","Total No. of Medals Won for Women","0"
"Denmark-2","2000","No. of Gold Medals won By Female","0"
"Denmark-2","2000","Medals Won By Women %",
"Denmark-2","2000","Total No. of Female Participants","2"
"Denmark-2","2000","Female Participants%","0.4"
"Denmark-2","2002","Total No. of Medals Won for Women",
"Denmark-2","2002","No. of Gold Medals won By Female",
"Denmark-2","2002","Medals Won By Women %",
"Denmark-2","2002","Total No. of Female Participants",
"Denmark-2","2002","Female Participants%",
"Denmark-2","2004","Total No. of Medals Won for Women","1"
"Denmark-2","2004","No. of Gold Medals won By Female","0"
"Denmark-2","2004","Medals Won By Women %","0.5"
"Denmark-2","2004","Total No. of Female Participants","3"
"Denmark-2","2004","Female Participants%","0.6"
"Denmark-2","2006","Total No. of Medals Won for Women",
"Denmark-2","2006","No. of Gold Medals won By Female",
"Denmark-2","2006","Medals Won By Women %",
"Denmark-2","2006","Total No. of Female Participants",
"Denmark-2","2006","Female Participants%",
"Denmark-2","2008","Total No. of Medals Won for Women","0"
"Denmark-2","2008","No. of Gold Medals won By Female","0"
"Denmark-2","2008","Medals Won By Women %",
"Denmark-2","2008","Total No. of Female Participants","0"
"Denmark-2","2008","Female Participants%","0"
"Denmark-2","2010","Total No. of Medals Won for Women",
"Denmark-2","2010","No. of Gold Medals won By Female",
"Denmark-2","2010","Medals Won By Women %",
"Denmark-2","2010","Total No. of Female Participants",
"Denmark-2","2010","Female Participants%",
"Denmark-2","2012","Total No. of Medals Won for Women","0"
"Denmark-2","2012","No. of Gold Medals won By Female","0"
"Denmark-2","2012","Medals Won By Women %",
"Denmark-2","2012","Total No. of Female Participants","1"
"Denmark-2","2012","Female Participants%","0.5"
"Denmark-2","2014","Total No. of Medals Won for Women",
"Denmark-2","2014","No. of Gold Medals won By Female",
"Denmark-2","2014","Medals Won By Women %",
"Denmark-2","2014","Total No. of Female Participants",
"Denmark-2","2014","Female Participants%",
"Denmark-2","2016","Total No. of Medals Won for Women",
"Denmark-2","2016","No. of Gold Medals won By Female",
"Denmark-2","2016","Medals Won By Women %",
"Denmark-2","2016","Total No. of Female Participants",
"Denmark-2","2016","Female Participants%",
"Digby","1998","Total No. of Medals Won for Women",
"Digby","1998","No. of Gold Medals won By Female",
"Digby","1998","Medals Won By Women %",
"Digby","1998","Total No. of Female Participants",
"Digby","1998","Female Participants%",
"Digby","2000","Total No. of Medals Won for Women",
"Digby","2000","No. of Gold Medals won By Female",
"Digby","2000","Medals Won By Women %",
"Digby","2000","Total No. of Female Participants",
"Digby","2000","Female Participants%",
"Digby","2002","Total No. of Medals Won for Women",
"Digby","2002","No. of Gold Medals won By Female",
"Digby","2002","Medals Won By Women %",
"Digby","2002","Total No. of Female Participants",
"Digby","2002","Female Participants%",
"Digby","2004","Total No. of Medals Won for Women",
"Digby","2004","No. of Gold Medals won By Female",
"Digby","2004","Medals Won By Women %",
"Digby","2004","Total No. of Female Participants",
"Digby","2004","Female Participants%",
"Digby","2006","Total No. of Medals Won for Women",
"Digby","2006","No. of Gold Medals won By Female",
"Digby","2006","Medals Won By Women %",
"Digby","2006","Total No. of Female Participants",
"Digby","2006","Female Participants%",
"Digby","2008","Total No. of Medals Won for Women","1"
"Digby","2008","No. of Gold Medals won By Female","0"
"Digby","2008","Medals Won By Women %","1"
"Digby","2008","Total No. of Female Participants","1"
"Digby","2008","Female Participants%","1"
"Digby","2010","Total No. of Medals Won for Women",
"Digby","2010","No. of Gold Medals won By Female",
"Digby","2010","Medals Won By Women %",
"Digby","2010","Total No. of Female Participants",
"Digby","2010","Female Participants%",
"Digby","2012","Total No. of Medals Won for Women",
"Digby","2012","No. of Gold Medals won By Female",
"Digby","2012","Medals Won By Women %",
"Digby","2012","Total No. of Female Participants",
"Digby","2012","Female Participants%",
"Digby","2014","Total No. of Medals Won for Women",
"Digby","2014","No. of Gold Medals won By Female",
"Digby","2014","Medals Won By Women %",
"Digby","2014","Total No. of Female Participants",
"Digby","2014","Female Participants%",
"Digby","2016","Total No. of Medals Won for Women",
"Digby","2016","No. of Gold Medals won By Female",
"Digby","2016","Medals Won By Women %",
"Digby","2016","Total No. of Female Participants",
"Digby","2016","Female Participants%",
"Elvis Va","1998","Total No. of Medals Won for Women",
"Elvis Va","1998","No. of Gold Medals won By Female",
"Elvis Va","1998","Medals Won By Women %",
"Elvis Va","1998","Total No. of Female Participants",
"Elvis Va","1998","Female Participants%",
"Elvis Va","2000","Total No. of Medals Won for Women",
"Elvis Va","2000","No. of Gold Medals won By Female",
"Elvis Va","2000","Medals Won By Women %",
"Elvis Va","2000","Total No. of Female Participants",
"Elvis Va","2000","Female Participants%",
"Elvis Va","2002","Total No. of Medals Won for Women",
"Elvis Va","2002","No. of Gold Medals won By Female",
"Elvis Va","2002","Medals Won By Women %",
"Elvis Va","2002","Total No. of Female Participants",
"Elvis Va","2002","Female Participants%",
"Elvis Va","2004","Total No. of Medals Won for Women",
"Elvis Va","2004","No. of Gold Medals won By Female",
"Elvis Va","2004","Medals Won By Women %",
"Elvis Va","2004","Total No. of Female Participants",
"Elvis Va","2004","Female Participants%",
"Elvis Va","2006","Total No. of Medals Won for Women",
"Elvis Va","2006","No. of Gold Medals won By Female",
"Elvis Va","2006","Medals Won By Women %",
"Elvis Va","2006","Total No. of Female Participants",
"Elvis Va","2006","Female Participants%",
"Elvis Va","2008","Total No. of Medals Won for Women","1"
"Elvis Va","2008","No. of Gold Medals won By Female","1"
"Elvis Va","2008","Medals Won By Women %","1"
"Elvis Va","2008","Total No. of Female Participants","1"
"Elvis Va","2008","Female Participants%","1"
"Elvis Va","2010","Total No. of Medals Won for Women",
"Elvis Va","2010","No. of Gold Medals won By Female",
"Elvis Va","2010","Medals Won By Women %",
"Elvis Va","2010","Total No. of Female Participants",
"Elvis Va","2010","Female Participants%",
"Elvis Va","2012","Total No. of Medals Won for Women",
"Elvis Va","2012","No. of Gold Medals won By Female",
"Elvis Va","2012","Medals Won By Women %",
"Elvis Va","2012","Total No. of Female Participants",
"Elvis Va","2012","Female Participants%",
"Elvis Va","2014","Total No. of Medals Won for Women",
"Elvis Va","2014","No. of Gold Medals won By Female",
"Elvis Va","2014","Medals Won By Women %",
"Elvis Va","2014","Total No. of Female Participants",
"Elvis Va","2014","Female Participants%",
"Elvis Va","2016","Total No. of Medals Won for Women",
"Elvis Va","2016","No. of Gold Medals won By Female",
"Elvis Va","2016","Medals Won By Women %",
"Elvis Va","2016","Total No. of Female Participants",
"Elvis Va","2016","Female Participants%",
"Georgia","1998","Total No. of Medals Won for Women","0"
"Georgia","1998","No. of Gold Medals won By Female","0"
"Georgia","1998","Medals Won By Women %",
"Georgia","1998","Total No. of Female Participants","1"
"Georgia","1998","Female Participants%","0.25"
"Georgia","2000","Total No. of Medals Won for Women","0"
"Georgia","2000","No. of Gold Medals won By Female","0"
"Georgia","2000","Medals Won By Women %","0"
"Georgia","2000","Total No. of Female Participants","9"
"Georgia","2000","Female Participants%","0.25"
"Georgia","2002","Total No. of Medals Won for Women","0"
"Georgia","2002","No. of Gold Medals won By Female","0"
"Georgia","2002","Medals Won By Women %",
"Georgia","2002","Total No. of Female Participants","1"
"Georgia","2002","Female Participants%","0.25"
"Georgia","2004","Total No. of Medals Won for Women","0"
"Georgia","2004","No. of Gold Medals won By Female","0"
"Georgia","2004","Medals Won By Women %","0"
"Georgia","2004","Total No. of Female Participants","6"
"Georgia","2004","Female Participants%","0.1875"
"Georgia","2006","Total No. of Medals Won for Women","0"
"Georgia","2006","No. of Gold Medals won By Female","0"
"Georgia","2006","Medals Won By Women %",
"Georgia","2006","Total No. of Female Participants","1"
"Georgia","2006","Female Participants%","0.3333333333333333"
"Georgia","2008","Total No. of Medals Won for Women","1"
"Georgia","2008","No. of Gold Medals won By Female","0"
"Georgia","2008","Medals Won By Women %","0.16666666666666666"
"Georgia","2008","Total No. of Female Participants","8"
"Georgia","2008","Female Participants%","0.22857142857142856"
"Georgia","2010","Total No. of Medals Won for Women","0"
"Georgia","2010","No. of Gold Medals won By Female","0"
"Georgia","2010","Medals Won By Women %",
"Georgia","2010","Total No. of Female Participants","3"
"Georgia","2010","Female Participants%","0.5"
"Georgia","2012","Total No. of Medals Won for Women","0"
"Georgia","2012","No. of Gold Medals won By Female","0"
"Georgia","2012","Medals Won By Women %","0"
"Georgia","2012","Total No. of Female Participants","6"
"Georgia","2012","Female Participants%","0.17647058823529413"
"Georgia","2014","Total No. of Medals Won for Women","0"
"Georgia","2014","No. of Gold Medals won By Female","0"
"Georgia","2014","Medals Won By Women %",
"Georgia","2014","Total No. of Female Participants","2"
"Georgia","2014","Female Participants%","0.5"
"Georgia","2016","Total No. of Medals Won for Women","0"
"Georgia","2016","No. of Gold Medals won By Female","0"
"Georgia","2016","Medals Won By Women %","0"
"Georgia","2016","Total No. of Female Participants","10"
"Georgia","2016","Female Participants%","0.25"
"Great Britain-1","1998","Total No. of Medals Won for Women","0"
"Great Britain-1","1998","No. of Gold Medals won By Female","0"
"Great Britain-1","1998","Medals Won By Women %",
"Great Britain-1","1998","Total No. of Female Participants","0"
